Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths
,Brazil,-14.235,-51.9253,3/31/20,5717,201
,Brunei,4.5353,114.7277,3/31/20,129,1
,Bulgaria,42.7339,25.4858,3/31/20,399,8
,Burkina Faso,12.2383,-1.5616,3/31/20,261,14
,Cabo Verde,16.5388,-23.0418,3/31/20,6,1
,Cambodia,11.55,104.9167,3/31/20,109,0
,Cameroon,3.8480000000000003,11.5021,3/31/20,193,6
Alberta,Canada,53.9333,-116.5765,3/31/20,690,8
British Columbia,Canada,49.2827,-123.1207,3/31/20,1013,24
Grand Princess,Canada,37.6489,-122.6655,3/31/20,13,0
Manitoba,Canada,53.7609,-98.8139,3/31/20,103,1
New Brunswick,Canada,46.5653,-66.4619,3/31/20,70,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,3/31/20,152,1
Nova Scotia,Canada,44.681999999999995,-63.7443,3/31/20,147,0
Ontario,Canada,51.2538,-85.3232,3/31/20,1966,33
Prince Edward Island,Canada,46.5107,-63.4168,3/31/20,21,0
Quebec,Canada,52.9399,-73.5491,3/31/20,4162,31
Saskatchewan,Canada,52.9399,-106.4509,3/31/20,184,2
,Central African Republic,6.6111,20.9394,3/31/20,3,0
,Chad,15.4542,18.7322,3/31/20,7,0
,Chile,-35.6751,-71.543,3/31/20,2738,12
Anhui,China,31.8257,117.2264,3/31/20,990,6
Beijing,China,40.1824,116.4142,3/31/20,580,8
Chongqing,China,30.0572,107.874,3/31/20,579,6
Fujian,China,26.0789,117.9874,3/31/20,343,1
Gansu,China,37.8099,101.0583,3/31/20,138,2
Guangdong,China,23.3417,113.4244,3/31/20,1494,8
Guangxi,China,23.8298,108.7881,3/31/20,254,2
Guizhou,China,26.8154,106.8748,3/31/20,146,2
Hainan,China,19.1959,109.7453,3/31/20,168,6
Hebei,China,39.549,116.1306,3/31/20,321,6
Heilongjiang,China,47.861999999999995,127.7615,3/31/20,484,13
Henan,China,33.882,113.61399999999999,3/31/20,1276,22
Hong Kong,China,22.3,114.2,3/31/20,714,4
Hubei,China,30.9756,112.2707,3/31/20,67801,3187
Hunan,China,27.6104,111.7088,3/31/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/31/20,107,1
Jiangsu,China,32.9711,119.455,3/31/20,646,0
Jiangxi,China,27.614,115.7221,3/31/20,937,1
Jilin,China,43.6661,126.1923,3/31/20,98,1
Liaoning,China,41.2956,122.6085,3/31/20,139,2
Macau,China,22.1667,113.55,3/31/20,41,0
Ningxia,China,37.2692,106.1655,3/31/20,75,0
Qinghai,China,35.7452,95.9956,3/31/20,18,0
Shaanxi,China,35.1917,108.8701,3/31/20,253,3
Shandong,China,36.3427,118.1498,3/31/20,774,7
Shanghai,China,31.201999999999998,121.4491,3/31/20,509,5
Shanxi,China,37.5777,112.2922,3/31/20,136,0
Sichuan,China,30.6171,102.7103,3/31/20,550,3
Tianjin,China,39.3054,117.323,3/31/20,174,3
Tibet,China,31.6927,88.0924,3/31/20,1,0
Xinjiang,China,41.1129,85.2401,3/31/20,76,3
Yunnan,China,24.974,101.48700000000001,3/31/20,182,2
Zhejiang,China,29.1832,120.0934,3/31/20,1257,1
,Colombia,4.5709,-74.2973,3/31/20,906,16
,Congo (Brazzaville),-4.0383,21.7587,3/31/20,19,0
,Congo (Kinshasa),-4.0383,21.7587,3/31/20,98,8
,Costa Rica,9.7489,-83.7534,3/31/20,347,2
,Cote d'Ivoire,7.54,-5.5471,3/31/20,179,1
,Croatia,45.1,15.2,3/31/20,867,6
,Diamond Princess,0.0,0.0,3/31/20,712,10
,Cuba,22.0,-80.0,3/31/20,186,6
,Cyprus,35.1264,33.4299,3/31/20,262,8
,Czechia,49.8175,15.472999999999999,3/31/20,3308,31
Faroe Islands,Denmark,61.8926,-6.9118,3/31/20,169,0
Greenland,Denmark,71.7069,-42.6043,3/31/20,10,0
,Denmark,56.2639,9.5018,3/31/20,2860,90
,Djibouti,11.8251,42.5903,3/31/20,30,0
,Dominican Republic,18.7357,-70.1627,3/31/20,1109,51
,Ecuador,-1.8312,-78.1834,3/31/20,2240,75
,Egypt,26.0,30.0,3/31/20,710,46
,El Salvador,13.7942,-88.8965,3/31/20,32,1
,Equatorial Guinea,1.5,10.0,3/31/20,12,0
,Eritrea,15.1794,39.7823,3/31/20,15,0
,Estonia,58.5953,25.0136,3/31/20,745,4
,Eswatini,-26.5225,31.4659,3/31/20,9,0
,Ethiopia,9.145,40.4897,3/31/20,26,0
,Fiji,-17.7134,178.065,3/31/20,5,0
,Finland,64.0,26.0,3/31/20,1418,17
French Guiana,France,3.9339,-53.1258,3/31/20,43,0
French Polynesia,France,-17.6797,149.4068,3/31/20,36,0
Guadeloupe,France,16.25,-61.5833,3/31/20,114,4
Mayotte,France,-12.8275,45.1662,3/31/20,94,1
New Caledonia,France,-20.9043,165.618,3/31/20,16,0
Reunion,France,-21.1351,55.2471,3/31/20,247,0
Saint Barthelemy,France,17.9,-62.8333,3/31/20,6,0
St Martin,France,18.0708,-63.0501,3/31/20,15,1
Martinique,France,14.6415,-61.0242,3/31/20,128,3
,France,46.2276,2.2137,3/31/20,52128,3523
,Gabon,-0.8037,11.6094,3/31/20,16,1
,Gambia,13.4432,-15.3101,3/31/20,4,1
,Georgia,42.3154,43.3569,3/31/20,110,0
,Germany,51.0,9.0,3/31/20,71808,775
,Ghana,7.9465,-1.0232,3/31/20,161,5
,Greece,39.0742,21.8243,3/31/20,1314,49
,Guatemala,15.7835,-90.2308,3/31/20,38,1
,Guinea,9.9456,-9.6966,3/31/20,22,0
,Guyana,5.0,-58.75,3/31/20,12,2
,Haiti,18.9712,-72.2852,3/31/20,15,0
,Holy See,41.9029,12.4534,3/31/20,6,0
,Honduras,15.2,-86.2419,3/31/20,141,7
,Hungary,47.1625,19.5033,3/31/20,492,16
,Iceland,64.9631,-19.0208,3/31/20,1135,2
,India,21.0,78.0,3/31/20,1397,35
,Indonesia,-0.7893,113.9213,3/31/20,1528,136
,Iran,32.0,53.0,3/31/20,44605,2898
,Iraq,33.0,44.0,3/31/20,694,50
,Ireland,53.1424,-7.6921,3/31/20,3235,71
,Israel,31.0,35.0,3/31/20,5358,20
,Italy,43.0,12.0,3/31/20,105792,12428
,Jamaica,18.1096,-77.2975,3/31/20,36,1
,Japan,36.0,138.0,3/31/20,1953,56
,Jordan,31.24,36.51,3/31/20,274,5
,Kazakhstan,48.0196,66.9237,3/31/20,343,2
,Kenya,-0.0236,37.9062,3/31/20,59,1
,South Korea,36.0,128.0,3/31/20,9786,162
,Kuwait,29.5,47.75,3/31/20,289,0
,Kyrgyzstan,41.2044,74.7661,3/31/20,107,0
,Latvia,56.8796,24.6032,3/31/20,398,0
,Lebanon,33.8547,35.8623,3/31/20,470,12
,Liberia,6.4281,-9.4295,3/31/20,3,0
,Liechtenstein,47.14,9.55,3/31/20,68,0
,Lithuania,55.1694,23.8813,3/31/20,537,8
,Luxembourg,49.8153,6.1296,3/31/20,2178,23
,Madagascar,-18.7669,46.8691,3/31/20,57,0
,Malaysia,2.5,112.5,3/31/20,2766,43
,Maldives,3.2028,73.2207,3/31/20,18,0
,Malta,35.9375,14.3754,3/31/20,169,0
,Mauritania,21.0079,10.9408,3/31/20,6,1
,Mauritius,-20.2,57.5,3/31/20,143,5
,Mexico,23.6345,-102.5528,3/31/20,1094,28
,Moldova,47.4116,28.3699,3/31/20,353,4
,Monaco,43.7333,7.4167,3/31/20,52,1
,Mongolia,46.8625,103.8467,3/31/20,12,0
,Montenegro,42.5,19.3,3/31/20,109,2
,Morocco,31.7917,-7.0926,3/31/20,617,36
,Namibia,-22.9576,18.4904,3/31/20,11,0
,Nepal,28.1667,84.25,3/31/20,5,0
Aruba,Netherlands,12.5186,-70.0358,3/31/20,55,0
Curacao,Netherlands,12.1696,-68.99,3/31/20,11,1
Sint Maarten,Netherlands,18.0425,-63.0548,3/31/20,6,0
,Netherlands,52.1326,5.2913,3/31/20,12595,1039
,New Zealand,-40.9006,174.886,3/31/20,647,1
,Nicaragua,12.8654,-85.2072,3/31/20,5,1
,Niger,17.6078,8.0817,3/31/20,27,3
,Nigeria,9.082,8.6753,3/31/20,135,2
,North Macedonia,41.6086,21.7453,3/31/20,329,9
,Norway,60.472,8.4689,3/31/20,4641,39
,Oman,21.0,57.0,3/31/20,192,1
,Pakistan,30.3753,69.3451,3/31/20,1938,26
,Panama,8.538,-80.7821,3/31/20,1181,30
,Papua New Guinea,-6.315,143.9555,3/31/20,1,0
,Paraguay,-23.4425,-58.4438,3/31/20,65,3
,Peru,-9.19,-75.0152,3/31/20,1065,30
,Philippines,13.0,122.0,3/31/20,2084,88
,Poland,51.9194,19.1451,3/31/20,2311,33
,Portugal,39.3999,-8.2245,3/31/20,7443,160
,Qatar,25.3548,51.1839,3/31/20,781,2
,Romania,45.9432,24.9668,3/31/20,2245,82
,Russia,60.0,90.0,3/31/20,2337,17
,Rwanda,-1.9403,29.8739,3/31/20,75,0
,Saint Lucia,13.9094,-60.9789,3/31/20,13,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,3/31/20,1,0
,San Marino,43.9424,12.4578,3/31/20,236,26
,Saudi Arabia,24.0,45.0,3/31/20,1563,10
,Senegal,14.4974,-14.4524,3/31/20,175,0
,Serbia,44.0165,21.0059,3/31/20,900,16
,Seychelles,-4.6796,55.492,3/31/20,10,0
,Singapore,1.2833,103.8333,3/31/20,926,3
,Slovakia,48.669,19.699,3/31/20,363,0
,Slovenia,46.1512,14.9955,3/31/20,802,15
,Somalia,5.1521,46.1996,3/31/20,5,0
,South Africa,-30.5595,22.9375,3/31/20,1353,5
,Spain,40.0,-4.0,3/31/20,95923,8464
,Sri Lanka,7.0,81.0,3/31/20,143,2
,Sudan,12.8628,30.2176,3/31/20,7,2
,Suriname,3.9193,-56.0278,3/31/20,9,0
,Sweden,63.0,16.0,3/31/20,4435,180
,Switzerland,46.8182,8.2275,3/31/20,16605,433
,Taiwan*,23.7,121.0,3/31/20,322,5
,Tanzania,-6.369,34.8888,3/31/20,19,1
,Thailand,15.0,101.0,3/31/20,1651,10
,Togo,8.6195,0.8248,3/31/20,34,1
,Trinidad and Tobago,10.6918,-61.2225,3/31/20,87,3
,Tunisia,34.0,9.0,3/31/20,394,10
,Turkey,38.9637,35.2433,3/31/20,13531,214
,Uganda,1.0,32.0,3/31/20,44,0
,Ukraine,48.3794,31.1656,3/31/20,645,17
,United Arab Emirates,24.0,54.0,3/31/20,664,6
Bermuda,United Kingdom,32.3078,-64.7505,3/31/20,32,0
Cayman Islands,United Kingdom,19.3133,-81.2546,3/31/20,14,1
Channel Islands,United Kingdom,49.3723,-2.3644,3/31/20,141,3
Gibraltar,United Kingdom,36.1408,-5.3536,3/31/20,69,0
Isle of Man,United Kingdom,54.2361,-4.5481,3/31/20,60,0
Montserrat,United Kingdom,16.7425,-62.1874,3/31/20,5,0
,United Kingdom,55.3781,-3.4360000000000004,3/31/20,25150,1789
,Uruguay,-32.5228,-55.7658,3/31/20,338,1
,US,37.0902,-95.7129,3/31/20,188172,3873
,Uzbekistan,41.3775,64.5853,3/31/20,172,2
,Venezuela,6.4238,-66.5897,3/31/20,135,3
,Vietnam,16.0,108.0,3/31/20,212,0
,Zambia,-15.4167,28.2833,3/31/20,35,0
,Zimbabwe,-20.0,30.0,3/31/20,8,1
Diamond Princess,Canada,0.0,0.0,3/31/20,0,1
,Dominica,15.415,-61.371,3/31/20,12,0
,Grenada,12.1165,-61.678999999999995,3/31/20,9,0
,Mozambique,-18.665695,35.529562,3/31/20,8,0
,Syria,34.802075,38.99681500000001,3/31/20,10,2
,Timor-Leste,-8.874217,125.727539,3/31/20,1,0
,Belize,13.1939,-59.5432,3/31/20,3,0
,Laos,19.856270000000002,102.495496,3/31/20,9,0
,Libya,26.3351,17.228331,3/31/20,10,0
,West Bank and Gaza,31.9522,35.2332,3/31/20,119,1
,Guinea-Bissau,11.8037,-15.1804,3/31/20,8,0
,Mali,17.570692,-3.996166000000001,3/31/20,28,2
,Saint Kitts and Nevis,17.357822,-62.782998,3/31/20,8,0
Northwest Territories,Canada,64.8255,-124.8457,3/31/20,1,0
Yukon,Canada,64.2823,-135.0,3/31/20,5,0
,Kosovo,42.602636,20.902977,3/31/20,112,1
,Burma,21.9162,95.956,3/31/20,15,1
Anguilla,United Kingdom,18.2206,-63.0686,3/31/20,2,0
British Virgin Islands,United Kingdom,18.4207,-64.64,3/31/20,3,0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,3/31/20,5,0
,MS Zaandam,0.0,0.0,3/31/20,2,0
,Botswana,-22.3285,24.6849,3/31/20,4,1
,Burundi,-3.3731,29.9189,3/31/20,2,0
,Sierra Leone,8.460555000000001,-11.779889,3/31/20,1,0
,Malawi,-13.254307999999998,34.301525,3/31/20,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,3/31/20,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,3/31/20,0,0
,South Sudan,6.8770000000000024,31.307,3/31/20,0,0
,Western Sahara,24.2155,-12.8858,3/31/20,0,0
,Sao Tome and Principe,0.18636,6.613081,3/31/20,0,0
,Afghanistan,33.0,65.0,4/1/20,237,4
,Albania,41.1533,20.1683,4/1/20,259,15
,Algeria,28.0339,1.6596,4/1/20,847,58
,Andorra,42.5063,1.5218,4/1/20,390,14
,Angola,-11.2027,17.8739,4/1/20,8,2
,Antigua and Barbuda,17.0608,-61.7964,4/1/20,7,0
,Argentina,-38.4161,-63.6167,4/1/20,1054,28
,Armenia,40.0691,45.0382,4/1/20,571,4
Australian Capital Territory,Australia,-35.4735,149.0124,4/1/20,84,1
New South Wales,Australia,-33.8688,151.2093,4/1/20,2182,9
Northern Territory,Australia,-12.4634,130.8456,4/1/20,19,0
Queensland,Australia,-28.0167,153.4,4/1/20,781,2
South Australia,Australia,-34.9285,138.6007,4/1/20,367,0
Tasmania,Australia,-41.4545,145.9707,4/1/20,69,2
Victoria,Australia,-37.8136,144.9631,4/1/20,968,4
Western Australia,Australia,-31.9505,115.8605,4/1/20,392,2
,Austria,47.5162,14.5501,4/1/20,10711,146
,Azerbaijan,40.1431,47.5769,4/1/20,359,5
,Bahamas,25.0343,-77.3963,4/1/20,21,1
,Bahrain,26.0275,50.55,4/1/20,569,4
,Bangladesh,23.685,90.3563,4/1/20,54,6
,Barbados,13.1939,-59.5432,4/1/20,34,0
,Belarus,53.7098,27.9534,4/1/20,163,2
,Belgium,50.8333,4.0,4/1/20,13964,828
,Benin,9.3077,2.3158,4/1/20,13,0
,Bhutan,27.5142,90.4336,4/1/20,4,0
,Bolivia,-16.2902,-63.5887,4/1/20,115,7
,Bosnia and Herzegovina,43.9159,17.6791,4/1/20,459,13
,Brazil,-14.235,-51.9253,4/1/20,6836,240
,Brunei,4.5353,114.7277,4/1/20,131,1
,Bulgaria,42.7339,25.4858,4/1/20,422,10
,Burkina Faso,12.2383,-1.5616,4/1/20,282,16
,Cabo Verde,16.5388,-23.0418,4/1/20,6,1
,Cambodia,11.55,104.9167,4/1/20,109,0
,Cameroon,3.8480000000000003,11.5021,4/1/20,233,6
Alberta,Canada,53.9333,-116.5765,4/1/20,754,9
British Columbia,Canada,49.2827,-123.1207,4/1/20,1013,24
Grand Princess,Canada,37.6489,-122.6655,4/1/20,13,0
Manitoba,Canada,53.7609,-98.8139,4/1/20,127,1
New Brunswick,Canada,46.5653,-66.4619,4/1/20,81,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,4/1/20,175,1
Nova Scotia,Canada,44.681999999999995,-63.7443,4/1/20,173,0
Ontario,Canada,51.2538,-85.3232,4/1/20,2392,37
Prince Edward Island,Canada,46.5107,-63.4168,4/1/20,21,0
Quebec,Canada,52.9399,-73.5491,4/1/20,4611,33
Saskatchewan,Canada,52.9399,-106.4509,4/1/20,193,3
,Central African Republic,6.6111,20.9394,4/1/20,3,0
,Chad,15.4542,18.7322,4/1/20,7,0
,Chile,-35.6751,-71.543,4/1/20,3031,16
Anhui,China,31.8257,117.2264,4/1/20,990,6
Beijing,China,40.1824,116.4142,4/1/20,580,8
Chongqing,China,30.0572,107.874,4/1/20,579,6
Fujian,China,26.0789,117.9874,4/1/20,345,1
Gansu,China,37.8099,101.0583,4/1/20,138,2
Guangdong,China,23.3417,113.4244,4/1/20,1501,8
Guangxi,China,23.8298,108.7881,4/1/20,254,2
Guizhou,China,26.8154,106.8748,4/1/20,146,2
Hainan,China,19.1959,109.7453,4/1/20,168,6
Hebei,China,39.549,116.1306,4/1/20,323,6
Heilongjiang,China,47.861999999999995,127.7615,4/1/20,484,13
Henan,China,33.882,113.61399999999999,4/1/20,1276,22
Hong Kong,China,22.3,114.2,4/1/20,765,4
Hubei,China,30.9756,112.2707,4/1/20,67802,3193
Hunan,China,27.6104,111.7088,4/1/20,1018,4
Inner Mongolia,China,44.0935,113.9448,4/1/20,111,1
Jiangsu,China,32.9711,119.455,4/1/20,646,0
Jiangxi,China,27.614,115.7221,4/1/20,937,1
Jilin,China,43.6661,126.1923,4/1/20,98,1
Liaoning,China,41.2956,122.6085,4/1/20,140,2
Macau,China,22.1667,113.55,4/1/20,41,0
Ningxia,China,37.2692,106.1655,4/1/20,75,0
Qinghai,China,35.7452,95.9956,4/1/20,18,0
Shaanxi,China,35.1917,108.8701,4/1/20,255,3
Shandong,China,36.3427,118.1498,4/1/20,774,7
Shanghai,China,31.201999999999998,121.4491,4/1/20,516,6
Shanxi,China,37.5777,112.2922,4/1/20,137,0
Sichuan,China,30.6171,102.7103,4/1/20,552,3
Tianjin,China,39.3054,117.323,4/1/20,176,3
Tibet,China,31.6927,88.0924,4/1/20,1,0
Xinjiang,China,41.1129,85.2401,4/1/20,76,3
Yunnan,China,24.974,101.48700000000001,4/1/20,182,2
Zhejiang,China,29.1832,120.0934,4/1/20,1257,1
,Colombia,4.5709,-74.2973,4/1/20,1065,17
,Congo (Brazzaville),-4.0383,21.7587,4/1/20,19,0
,Congo (Kinshasa),-4.0383,21.7587,4/1/20,109,9
,Costa Rica,9.7489,-83.7534,4/1/20,375,2
,Cote d'Ivoire,7.54,-5.5471,4/1/20,190,1
,Croatia,45.1,15.2,4/1/20,963,6
,Diamond Princess,0.0,0.0,4/1/20,712,11
,Cuba,22.0,-80.0,4/1/20,212,6
,Cyprus,35.1264,33.4299,4/1/20,320,9
,Czechia,49.8175,15.472999999999999,4/1/20,3508,39
Faroe Islands,Denmark,61.8926,-6.9118,4/1/20,173,0
Greenland,Denmark,71.7069,-42.6043,4/1/20,10,0
,Denmark,56.2639,9.5018,4/1/20,3107,104
,Djibouti,11.8251,42.5903,4/1/20,33,0
,Dominican Republic,18.7357,-70.1627,4/1/20,1284,57
,Ecuador,-1.8312,-78.1834,4/1/20,2748,93
,Egypt,26.0,30.0,4/1/20,779,52
,El Salvador,13.7942,-88.8965,4/1/20,32,1
,Equatorial Guinea,1.5,10.0,4/1/20,15,0
,Eritrea,15.1794,39.7823,4/1/20,15,0
,Estonia,58.5953,25.0136,4/1/20,779,5
,Eswatini,-26.5225,31.4659,4/1/20,9,0
,Ethiopia,9.145,40.4897,4/1/20,29,0
,Fiji,-17.7134,178.065,4/1/20,5,0
,Finland,64.0,26.0,4/1/20,1446,17
French Guiana,France,3.9339,-53.1258,4/1/20,51,0
French Polynesia,France,-17.6797,149.4068,4/1/20,37,0
Guadeloupe,France,16.25,-61.5833,4/1/20,125,6
Mayotte,France,-12.8275,45.1662,4/1/20,94,1
New Caledonia,France,-20.9043,165.618,4/1/20,16,0
Reunion,France,-21.1351,55.2471,4/1/20,281,0
Saint Barthelemy,France,17.9,-62.8333,4/1/20,6,0
St Martin,France,18.0708,-63.0501,4/1/20,15,1
Martinique,France,14.6415,-61.0242,4/1/20,135,3
,France,46.2276,2.2137,4/1/20,56989,4032
,Gabon,-0.8037,11.6094,4/1/20,18,1
,Gambia,13.4432,-15.3101,4/1/20,4,1
,Georgia,42.3154,43.3569,4/1/20,117,0
,Germany,51.0,9.0,4/1/20,77872,920
,Ghana,7.9465,-1.0232,4/1/20,195,5
,Greece,39.0742,21.8243,4/1/20,1415,50
,Guatemala,15.7835,-90.2308,4/1/20,39,1
,Guinea,9.9456,-9.6966,4/1/20,30,0
,Guyana,5.0,-58.75,4/1/20,19,2
,Haiti,18.9712,-72.2852,4/1/20,16,0
,Holy See,41.9029,12.4534,4/1/20,6,0
,Honduras,15.2,-86.2419,4/1/20,172,10
,Hungary,47.1625,19.5033,4/1/20,525,20
,Iceland,64.9631,-19.0208,4/1/20,1220,2
,India,21.0,78.0,4/1/20,1998,58
,Indonesia,-0.7893,113.9213,4/1/20,1677,157
,Iran,32.0,53.0,4/1/20,47593,3036
,Iraq,33.0,44.0,4/1/20,728,52
,Ireland,53.1424,-7.6921,4/1/20,3447,85
,Israel,31.0,35.0,4/1/20,6092,26
,Italy,43.0,12.0,4/1/20,110574,13155
,Jamaica,18.1096,-77.2975,4/1/20,44,3
,Japan,36.0,138.0,4/1/20,2178,57
,Jordan,31.24,36.51,4/1/20,278,5
,Kazakhstan,48.0196,66.9237,4/1/20,380,3
,Kenya,-0.0236,37.9062,4/1/20,81,1
,South Korea,36.0,128.0,4/1/20,9887,165
,Kuwait,29.5,47.75,4/1/20,317,0
,Kyrgyzstan,41.2044,74.7661,4/1/20,111,0
,Latvia,56.8796,24.6032,4/1/20,446,0
,Lebanon,33.8547,35.8623,4/1/20,479,14
,Liberia,6.4281,-9.4295,4/1/20,6,0
,Liechtenstein,47.14,9.55,4/1/20,68,0
,Lithuania,55.1694,23.8813,4/1/20,581,8
,Luxembourg,49.8153,6.1296,4/1/20,2319,29
,Madagascar,-18.7669,46.8691,4/1/20,57,0
,Malaysia,2.5,112.5,4/1/20,2908,45
,Maldives,3.2028,73.2207,4/1/20,19,0
,Malta,35.9375,14.3754,4/1/20,188,0
,Mauritania,21.0079,10.9408,4/1/20,6,1
,Mauritius,-20.2,57.5,4/1/20,161,6
,Mexico,23.6345,-102.5528,4/1/20,1215,29
,Moldova,47.4116,28.3699,4/1/20,423,5
,Monaco,43.7333,7.4167,4/1/20,55,1
,Mongolia,46.8625,103.8467,4/1/20,14,0
,Montenegro,42.5,19.3,4/1/20,123,2
,Morocco,31.7917,-7.0926,4/1/20,654,39
,Namibia,-22.9576,18.4904,4/1/20,14,0
,Nepal,28.1667,84.25,4/1/20,5,0
Aruba,Netherlands,12.5186,-70.0358,4/1/20,55,0
Curacao,Netherlands,12.1696,-68.99,4/1/20,11,1
Sint Maarten,Netherlands,18.0425,-63.0548,4/1/20,16,1
,Netherlands,52.1326,5.2913,4/1/20,13614,1173
,New Zealand,-40.9006,174.886,4/1/20,708,1
,Nicaragua,12.8654,-85.2072,4/1/20,5,1
,Niger,17.6078,8.0817,4/1/20,74,5
,Nigeria,9.082,8.6753,4/1/20,174,2
,North Macedonia,41.6086,21.7453,4/1/20,354,11
,Norway,60.472,8.4689,4/1/20,4863,44
,Oman,21.0,57.0,4/1/20,210,1
,Pakistan,30.3753,69.3451,4/1/20,2118,27
,Panama,8.538,-80.7821,4/1/20,1181,30
,Papua New Guinea,-6.315,143.9555,4/1/20,1,0
,Paraguay,-23.4425,-58.4438,4/1/20,69,3
,Peru,-9.19,-75.0152,4/1/20,1323,38
,Philippines,13.0,122.0,4/1/20,2311,96
,Poland,51.9194,19.1451,4/1/20,2554,43
,Portugal,39.3999,-8.2245,4/1/20,8251,187
,Qatar,25.3548,51.1839,4/1/20,835,2
,Romania,45.9432,24.9668,4/1/20,2460,92
,Russia,60.0,90.0,4/1/20,2777,24
,Rwanda,-1.9403,29.8739,4/1/20,82,0
,Saint Lucia,13.9094,-60.9789,4/1/20,13,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,4/1/20,1,0
,San Marino,43.9424,12.4578,4/1/20,236,26
,Saudi Arabia,24.0,45.0,4/1/20,1720,16
,Senegal,14.4974,-14.4524,4/1/20,190,1
,Serbia,44.0165,21.0059,4/1/20,1060,28
,Seychelles,-4.6796,55.492,4/1/20,10,0
,Singapore,1.2833,103.8333,4/1/20,1000,3
,Slovakia,48.669,19.699,4/1/20,400,1
,Slovenia,46.1512,14.9955,4/1/20,841,15
,Somalia,5.1521,46.1996,4/1/20,5,0
,South Africa,-30.5595,22.9375,4/1/20,1380,5
,Spain,40.0,-4.0,4/1/20,104118,9387
,Sri Lanka,7.0,81.0,4/1/20,146,3
,Sudan,12.8628,30.2176,4/1/20,7,2
,Suriname,3.9193,-56.0278,4/1/20,10,0
,Sweden,63.0,16.0,4/1/20,4947,239
,Switzerland,46.8182,8.2275,4/1/20,17768,488
,Taiwan*,23.7,121.0,4/1/20,329,5
,Tanzania,-6.369,34.8888,4/1/20,20,1
,Thailand,15.0,101.0,4/1/20,1771,12
,Togo,8.6195,0.8248,4/1/20,36,2
,Trinidad and Tobago,10.6918,-61.2225,4/1/20,90,5
,Tunisia,34.0,9.0,4/1/20,423,12
,Turkey,38.9637,35.2433,4/1/20,15679,277
,Uganda,1.0,32.0,4/1/20,44,0
,Ukraine,48.3794,31.1656,4/1/20,794,20
,United Arab Emirates,24.0,54.0,4/1/20,814,8
Bermuda,United Kingdom,32.3078,-64.7505,4/1/20,32,0
Cayman Islands,United Kingdom,19.3133,-81.2546,4/1/20,22,1
Channel Islands,United Kingdom,49.3723,-2.3644,4/1/20,172,3
Gibraltar,United Kingdom,36.1408,-5.3536,4/1/20,81,0
Isle of Man,United Kingdom,54.2361,-4.5481,4/1/20,68,1
Montserrat,United Kingdom,16.7425,-62.1874,4/1/20,5,0
,United Kingdom,55.3781,-3.4360000000000004,4/1/20,29474,2352
,Uruguay,-32.5228,-55.7658,4/1/20,338,2
,US,37.0902,-95.7129,4/1/20,213372,4757
,Uzbekistan,41.3775,64.5853,4/1/20,181,2
,Venezuela,6.4238,-66.5897,4/1/20,143,3
,Vietnam,16.0,108.0,4/1/20,218,0
,Zambia,-15.4167,28.2833,4/1/20,36,0
,Zimbabwe,-20.0,30.0,4/1/20,8,1
Diamond Princess,Canada,0.0,0.0,4/1/20,0,1
,Dominica,15.415,-61.371,4/1/20,12,0
,Grenada,12.1165,-61.678999999999995,4/1/20,9,0
,Mozambique,-18.665695,35.529562,4/1/20,10,0
,Syria,34.802075,38.99681500000001,4/1/20,10,2
,Timor-Leste,-8.874217,125.727539,4/1/20,1,0
,Belize,13.1939,-59.5432,4/1/20,3,0
,Laos,19.856270000000002,102.495496,4/1/20,10,0
,Libya,26.3351,17.228331,4/1/20,10,0
,West Bank and Gaza,31.9522,35.2332,4/1/20,134,1
,Guinea-Bissau,11.8037,-15.1804,4/1/20,9,0
,Mali,17.570692,-3.996166000000001,4/1/20,31,3
,Saint Kitts and Nevis,17.357822,-62.782998,4/1/20,8,0
Northwest Territories,Canada,64.8255,-124.8457,4/1/20,2,0
Yukon,Canada,64.2823,-135.0,4/1/20,5,0
,Kosovo,42.602636,20.902977,4/1/20,125,1
,Burma,21.9162,95.956,4/1/20,15,1
Anguilla,United Kingdom,18.2206,-63.0686,4/1/20,2,0
British Virgin Islands,United Kingdom,18.4207,-64.64,4/1/20,3,0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,4/1/20,6,0
,MS Zaandam,0.0,0.0,4/1/20,9,2
,Botswana,-22.3285,24.6849,4/1/20,4,1
,Burundi,-3.3731,29.9189,4/1/20,2,0
,Sierra Leone,8.460555000000001,-11.779889,4/1/20,2,0
,Malawi,-13.254307999999998,34.301525,4/1/20,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/1/20,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/1/20,0,0
,South Sudan,6.8770000000000024,31.307,4/1/20,0,0
,Western Sahara,24.2155,-12.8858,4/1/20,0,0
